,Applicant ID,Business Structure,Country,Location,NAICS,Business Ownership (1),Business Ownership (2),Business Ownership (3),Business Ownership (4),Business Ownership (5),Personal Credit Score,Business Credit Score,Annual Revenue (2 years ago),Annual Revenue (1 year ago),Annual Revenue (latest year),Net Profit Margin,Business Debt (2 years ago),Business Debt (1 year ago),Business Debt (latest year),NOI (2 years ago),NOI (1 year ago),NOI (latest year),DSCR (2 years ago),DSCR (1 year ago),DSCR (latest year),Industry Experience,Managerial Experience,Years in Business,Collateral Availability,Loan Amount,Fast Approval,For Profit,Acquisition Request,Working Capital,Business Expansion,Equipment Purchase or Leasing,Inventory Purchase,Real Estate Acquisition or Improvement,Business Acquisition or Buyout,Refinancing Existing Debt,Emergency Funds,Franchise Financing,Contract Financing,Licensing or Permits,Line of Credit Establishment
315,316,Sole Proprietorship,US,"San Jose, CA",443142,38,36,26,0,0,820,188,306000,1469000,624000,7.31,276675,473152,89549,293275,695533,117309,1.06,1.47,1.31,5,15,13,True,3872000,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False
316,317,S Corporation (S-Corp),US,"St. Petersburg, FL",722515,28,28,24,20,0,735,142,1338000,205000,1273000,9.97,96215,63237,326679,131814,96752,316878,1.37,1.53,0.97,5,19,4,False,4013000,False,True,False,False,False,True,True,False,True,False,True,True,True,True,False
317,318,S Corporation (S-Corp),US,"McKinney, TX",522298,80,20,0,0,0,691,175,1149000,887000,408000,4.86,265464,492066,408241,520309,496986,383746,1.96,1.01,0.94,20,1,12,False,4434000,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True
318,319,LLC,US,"Pembroke Pines, FL",524210,100,0,0,0,0,708,117,219000,798000,643000,9.9,173683,108916,482695,178893,54458,588887,1.03,0.5,1.22,13,10,4,False,4668000,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False
319,320,S Corporation (S-Corp),US,"Lubbock, TX",812199,100,0,0,0,0,746,177,636000,374000,1294000,14.18,408206,278409,125345,518421,342443,144146,1.27,1.23,1.15,18,6,3,True,2392000,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True
320,321,S Corporation (S-Corp),US,"Alexandria, VA",931520,51,49,0,0,0,810,190,718000,396000,183000,7.71,323211,107065,98599,381388,105994,139024,1.18,0.99,1.41,1,19,15,False,4088000,False,True,False,True,True,False,True,True,True,False,True,True,True,False,False
321,322,LLC,US,"Murfreesboro, TN",325620,60,40,0,0,0,671,131,305000,322000,317000,2.59,219220,100437,67696,210451,100437,90035,0.96,1.0,1.33,7,8,7,True,1939000,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False
322,323,Sole Proprietorship,US,"Anchorage, AK",722513,100,0,0,0,0,827,103,989000,1137000,490000,12.31,369381,416633,99132,284423,616616,144732,0.77,1.48,1.46,0,2,6,False,1367000,False,True,True,True,False,False,True,True,True,False,False,True,True,False,False
323,324,LLC,US,"Naperville, IL",924120,100,0,0,0,0,741,195,1006000,1284000,268000,13.59,129947,329515,52861,148139,441550,59204,1.14,1.34,1.12,1,7,8,False,3811000,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False
324,325,Sole Proprietorship,US,"Bellevue, WA",931390,50,50,0,0,0,656,171,547000,179000,907000,13.47,444455,59396,180010,422232,108100,280815,0.95,1.82,1.56,11,20,4,True,3023000,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False
325,326,S Corporation (S-Corp),US,"Los Angeles, CA",481211,100,0,0,0,0,819,109,498000,1064000,627000,6.71,399922,91339,314009,375926,77638,612317,0.94,0.85,1.95,4,16,9,False,501000,False,True,True,False,True,True,False,False,False,True,True,False,True,True,False
326,327,LLC,US,"Roseville, CA",931130,100,0,0,0,0,768,145,451000,165000,175000,12.59,198263,104501,78257,368769,114951,137732,1.86,1.1,1.76,20,20,6,True,4582000,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False
327,328,S Corporation (S-Corp),US,"Vancouver, WA",921120,41,31,28,0,0,729,168,182000,341000,741000,13.19,145595,113972,154417,97548,129928,135886,0.67,1.14,0.88,6,5,14,True,3346000,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False
328,329,Joint Venture,US,"Laredo, TX",522130,100,0,0,0,0,661,199,191000,1349000,952000,0.77,120581,175954,185576,119375,158358,226402,0.99,0.9,1.22,14,5,9,True,4463000,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True
329,330,LLC,US,"Boise, ID",488510,100,0,0,0,0,734,158,945000,803000,375000,8.13,288250,144186,201611,400667,237906,189514,1.39,1.65,0.94,15,1,11,True,2388000,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False
330,331,Sole Proprietorship,US,"Durham, NC",561990,100,0,0,0,0,638,184,760000,784000,162000,2.63,394247,487612,75772,536175,526620,133358,1.36,1.08,1.76,9,19,13,True,3163000,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False
331,332,LLC,US,"Scottsdale, AZ",561311,100,0,0,0,0,805,168,1132000,1106000,1098000,13.65,342998,387093,363643,425317,603865,283641,1.24,1.56,0.78,4,4,13,True,3785000,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True
332,333,LLC,US,"Memphis, TN",711110,100,0,0,0,0,805,163,733000,265000,979000,2.9,182206,164245,104993,276953,256222,167988,1.52,1.56,1.6,4,17,3,True,3613000,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False
333,334,LLC,US,"Gilbert, AZ",811121,100,0,0,0,0,701,181,1064000,818000,809000,6.16,357455,262148,167862,468266,322442,144361,1.31,1.23,0.86,10,16,3,False,1754000,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False
334,335,S Corporation (S-Corp),US,"San Bernardino, CA",522110,100,0,0,0,0,626,146,1030000,888000,494000,13.1,134902,236182,316721,168627,340102,300884,1.25,1.44,0.95,0,4,13,False,4968000,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True
335,336,LLC,US,"Naperville, IL",332710,100,0,0,0,0,751,139,316000,497000,841000,0.69,69675,235000,257402,84306,350150,136423,1.21,1.49,0.53,12,13,13,False,4134000,False,True,False,True,True,False,True,False,False,True,True,True,False,False,False
336,337,Sole Proprietorship,US,"Richmond, VA",332710,100,0,0,0,0,587,189,661000,909000,734000,2.43,172760,96154,404013,203856,69230,610059,1.18,0.72,1.51,2,15,6,True,3322000,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True
337,338,LLC,US,"Clarksville, TN",931180,100,0,0,0,0,689,194,415000,192000,786000,11.46,276948,83137,196173,265870,98933,333494,0.96,1.19,1.7,1,12,3,False,3862000,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False
338,339,S Corporation (S-Corp),US,"San Francisco, CA",811192,100,0,0,0,0,722,105,454000,1375000,566000,9.68,262052,66185,334642,343288,54271,532080,1.31,0.82,1.59,7,1,8,False,4042000,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True
339,340,Sole Proprietorship,US,"Lancaster, CA",922120,100,0,0,0,0,673,161,1472000,1278000,982000,14.87,76575,386632,157379,118691,394364,217183,1.55,1.02,1.38,19,13,11,True,458000,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False
340,341,LLC,US,"Columbus, GA",453310,100,0,0,0,0,645,121,721000,1451000,698000,2.34,280161,114333,399747,428646,107473,427729,1.53,0.94,1.07,0,8,13,False,1161000,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True
341,342,S Corporation (S-Corp),US,"Cedar Rapids, IA",931200,100,0,0,0,0,685,143,558000,1346000,467000,14.02,323588,55193,303806,527448,37531,431404,1.63,0.68,1.42,0,15,5,True,5006000,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False
342,343,LLC,US,"Glendale, CA",921190,100,0,0,0,0,757,198,250000,825000,1075000,0.77,122397,357699,105137,139532,511509,85160,1.14,1.43,0.81,8,15,2,True,2245000,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
343,344,S Corporation (S-Corp),US,"Fontana, CA",931460,100,0,0,0,0,694,174,1300000,1163000,214000,10.35,239424,472338,150334,313645,486508,126280,1.31,1.03,0.84,19,14,12,False,3958000,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True
344,345,S Corporation (S-Corp),US,"Denver, CO",522298,73,27,0,0,0,657,114,711000,1019000,1271000,12.33,268408,301087,307247,265723,430554,307247,0.99,1.43,1.0,8,1,9,False,2438000,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False
345,346,S Corporation (S-Corp),US,"Orange, CA",931110,29,25,23,23,0,755,185,310000,1004000,371000,1.02,86989,109517,101842,144401,106231,169057,1.66,0.97,1.66,0,12,1,False,2775000,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True
346,347,S Corporation (S-Corp),US,"Oxnard, CA",931200,100,0,0,0,0,792,171,1498000,1495000,1141000,3.28,175743,183696,440561,188045,292076,528673,1.07,1.59,1.2,8,13,0,False,1431000,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True
347,348,Sole Proprietorship,US,"El Paso, TX",423910,33,24,23,20,0,763,173,655000,1316000,525000,2.33,250276,408635,279785,357894,424980,352529,1.43,1.04,1.26,6,10,4,True,1795000,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False
348,349,LLC,US,"Chicago, IL",931410,52,48,0,0,0,782,112,614000,373000,606000,8.32,318401,140546,206262,455313,168655,204199,1.43,1.2,0.99,17,4,5,True,720000,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True
349,350,LLC,US,"Oxnard, CA",927110,100,0,0,0,0,755,119,214000,1415000,1439000,6.08,193774,436561,339716,207338,659207,373687,1.07,1.51,1.1,20,20,14,True,1251000,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True
350,351,S Corporation (S-Corp),US,"Jackson, MS",924120,33,25,22,20,0,841,174,909000,1383000,690000,0.51,462736,90069,306530,606184,148613,340248,1.31,1.65,1.11,19,17,12,True,962000,False,True,True,True,True,False,True,False,True,False,True,False,False,False,True
351,352,Partnership,US,"Baltimore, MD",541330,100,0,0,0,0,771,182,899000,1354000,676000,6.57,440276,211562,494599,532733,253874,583626,1.21,1.2,1.18,20,8,14,True,4409000,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True
352,353,S Corporation (S-Corp),US,"Sunnyvale, CA",524210,100,0,0,0,0,820,147,859000,331000,1419000,8.92,271229,73115,280504,431254,97242,488076,1.59,1.33,1.74,10,13,5,True,1282000,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False
353,354,S Corporation (S-Corp),US,"Wichita, KS",931450,100,0,0,0,0,769,109,262000,1398000,887000,10.63,119037,471265,201219,157128,702184,297804,1.32,1.49,1.48,9,5,3,False,4774000,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False
354,355,S Corporation (S-Corp),US,"Garland, TX",611610,100,0,0,0,0,731,131,1224000,779000,375000,6.79,313446,237804,76595,369866,126036,122552,1.18,0.53,1.6,13,3,5,True,4815000,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True
355,356,Sole Proprietorship,US,"Cape Coral, FL",931220,100,0,0,0,0,738,180,367000,828000,697000,6.02,71771,239264,288270,88996,244049,279621,1.24,1.02,0.97,15,14,1,False,1945000,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True
356,357,LLC,US,"Rancho Cucamonga, CA",522110,100,0,0,0,0,691,171,901000,248000,1061000,10.74,213963,91342,374813,250336,147060,494753,1.17,1.61,1.32,0,10,9,True,3760000,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False
357,358,Sole Proprietorship,US,"San Francisco, CA",332710,100,0,0,0,0,728,126,325000,1499000,1103000,7.07,108365,320024,126139,113783,428832,140014,1.05,1.34,1.11,10,7,10,False,2138000,False,True,True,False,True,False,False,False,True,True,False,True,True,True,False
358,359,LLC,US,"Des Moines, IA",931300,30,25,24,21,0,795,159,463000,729000,509000,5.94,74850,217299,252528,84580,304218,416671,1.13,1.4,1.65,4,19,10,False,4746000,False,True,False,True,True,True,True,True,False,True,True,True,False,False,True
359,360,Partnership,US,"Lubbock, TX",337110,53,47,0,0,0,818,195,1154000,650000,585000,11.43,426521,115759,127471,486233,169008,221799,1.14,1.46,1.74,10,3,3,False,2343000,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
360,361,Sole Proprietorship,US,"Boise, ID",515120,38,21,21,20,0,715,107,659000,1383000,233000,1.6,296208,88288,53985,340639,95351,71800,1.15,1.08,1.33,19,5,14,True,5005000,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False
361,362,Sole Proprietorship,US,"Anchorage, AK",926120,100,0,0,0,0,850,106,1036000,158000,646000,13.78,306630,132502,210966,285165,139127,204637,0.93,1.05,0.97,5,4,6,False,2821000,False,True,True,True,True,True,False,True,True,True,False,False,True,False,False
362,363,LLC,US,"Detroit, MI",931550,68,32,0,0,0,827,195,1096000,170000,612000,5.16,273495,72338,154751,478616,114294,125348,1.75,1.58,0.81,2,9,7,True,2891000,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False
363,364,LLC,US,"Plano, TX",813920,100,0,0,0,0,373,176,1218000,774000,1245000,14.33,303196,241810,67516,388090,309516,63465,1.28,1.28,0.94,16,1,6,True,4992000,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False
364,365,Sole Proprietorship,US,"Huntington Beach, CA",621320,100,0,0,0,0,716,103,788000,480000,1189000,7.08,378080,98827,374961,431011,151205,442453,1.14,1.53,1.18,8,12,13,True,2968000,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
365,366,S Corporation (S-Corp),US,"Long Beach, CA",561740,100,0,0,0,0,752,34,1452000,1329000,856000,13.04,62491,179719,328202,84987,158152,393842,1.36,0.88,1.2,4,18,6,True,4243000,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
366,367,LLC,US,"Los Angeles, CA",611110,100,0,0,0,0,803,128,1336000,1114000,836000,0.96,55773,387419,395410,80313,445531,608931,1.44,1.15,1.54,4,6,12,True,4457000,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False
367,368,LLC,US,"Montgomery, AL",451211,100,0,0,0,0,803,113,1374000,244000,1024000,1.92,68603,89819,250325,73405,174248,302893,1.07,1.94,1.21,8,1,0,True,1409000,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False
368,369,LLC,US,"Gainesville, FL",931410,100,0,0,0,0,349,197,739000,1081000,884000,14.5,82801,361756,434631,98533,531781,634561,1.19,1.47,1.46,17,18,5,False,616000,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True
369,370,Sole Proprietorship,US,"Jersey City, NJ",711410,100,0,0,0,0,844,175,1016000,467000,1013000,7.65,188472,241270,216085,207319,301587,250658,1.1,1.25,1.16,4,6,3,True,2626000,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True
370,371,S Corporation (S-Corp),US,"Joliet, IL",928110,100,0,0,0,0,786,114,249000,1106000,1492000,5.32,188776,125990,270842,201990,153707,371053,1.07,1.22,1.37,4,20,15,False,3947000,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False
371,372,Partnership,US,"Pasadena, CA",922120,100,0,0,0,0,761,167,1275000,1357000,908000,8.16,78495,184241,381831,108323,213719,244371,1.38,1.16,0.64,17,6,9,True,3825000,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False
372,373,Sole Proprietorship,US,"Charleston, SC",711130,100,0,0,0,0,731,146,256000,678000,1409000,5.99,162530,307714,61613,196661,332331,62229,1.21,1.08,1.01,17,17,15,True,1946000,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True
373,374,Sole Proprietorship,US,"Miramar, FL",623220,100,0,0,0,0,769,167,249000,1122000,807000,14.26,235341,269644,285567,211806,315483,385515,0.9,1.17,1.35,20,3,0,True,3004000,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False
374,375,Sole Proprietorship,US,"Oceanside, CA",931280,100,0,0,0,0,708,103,731000,343000,1255000,7.35,139952,179971,58657,141351,323947,65695,1.01,1.8,1.12,9,6,1,False,460000,True,True,False,False,True,False,False,False,True,True,False,True,True,False,True
375,376,Sole Proprietorship,US,"Henderson, NV",931520,100,0,0,0,0,760,149,423000,571000,1429000,5.31,126901,407648,423193,178930,244588,490903,1.41,0.6,1.16,11,7,4,True,3903000,False,True,True,True,False,True,False,True,False,False,False,True,False,True,True
376,377,Sole Proprietorship,US,"Charleston, SC",931300,51,49,0,0,0,596,148,577000,991000,929000,10.38,191883,158632,140494,253285,191944,153138,1.32,1.21,1.09,20,20,7,False,2888000,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False
377,378,LLC,US,"Wichita, KS",512110,100,0,0,0,0,741,123,946000,500000,1182000,7.1,298106,343788,284067,485912,161580,357924,1.63,0.47,1.26,11,8,6,True,3473000,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False
378,379,LLC,US,"Anchorage, AK",931400,66,34,0,0,0,782,100,393000,579000,369000,9.78,212682,399256,298926,267979,574928,245119,1.26,1.44,0.82,15,2,13,False,4982000,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True
379,380,LLC,US,"Round Rock, TX",621320,100,0,0,0,0,689,118,787000,969000,574000,11.03,471218,126756,192037,716251,162247,307259,1.52,1.28,1.6,17,4,15,True,3210000,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False
380,381,LLC,US,"Thornton, CO",931330,100,0,0,0,0,820,115,1182000,922000,1134000,3.31,256428,229107,250501,420541,364280,370741,1.64,1.59,1.48,20,0,2,False,1711000,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False
381,382,Sole Proprietorship,US,"Austin, TX",931530,100,0,0,0,0,841,174,1251000,1329000,316000,5.88,333830,172084,200135,323815,278776,214144,0.97,1.62,1.07,12,8,12,False,4580000,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False
382,383,LLC,US,"Louisville, KY",445292,33,24,23,20,0,777,163,986000,855000,897000,14.56,273978,400993,258288,136989,733817,253122,0.5,1.83,0.98,2,10,3,False,3908000,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True
383,384,S Corporation (S-Corp),US,"Newport News, VA",711110,100,0,0,0,0,369,127,1323000,769000,493000,7.68,185122,262658,185207,307302,349335,320408,1.66,1.33,1.73,6,16,4,True,2401000,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True
384,385,LLC,US,"San Diego, CA",621491,80,20,0,0,0,692,118,345000,506000,602000,3.5,249976,250932,444317,307470,489317,430987,1.23,1.95,0.97,0,11,4,False,4674000,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True
385,386,S Corporation (S-Corp),US,"Chesapeake, VA",931510,29,29,22,20,0,650,110,187000,572000,1272000,10.67,238988,68701,467802,119494,88624,556684,0.5,1.29,1.19,4,11,6,False,4598000,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True
386,387,LLC,US,"Akron, OH",722511,50,28,22,0,0,743,117,254000,1108000,1408000,12.44,184436,422372,193354,239766,287212,249426,1.3,0.68,1.29,5,9,11,True,3089000,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True
387,388,Sole Proprietorship,US,"Orange, CA",931530,100,0,0,0,0,609,113,172000,935000,564000,6.42,54621,114821,217680,75923,168786,224210,1.39,1.47,1.03,19,0,4,False,1044000,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
388,389,LLC,US,"Worcester, MA",453310,100,0,0,0,0,314,123,787000,1329000,766000,3.8,263473,393468,147419,331975,586267,221128,1.26,1.49,1.5,15,2,6,False,4894000,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True
389,390,Sole Proprietorship,US,"Tucson, AZ",611110,100,0,0,0,0,692,139,1057000,188000,1099000,3.49,403583,117240,150744,443941,146550,233653,1.1,1.25,1.55,4,4,13,False,857000,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
390,391,S Corporation (S-Corp),US,"Springfield, MO",811192,68,32,0,0,0,843,124,1294000,232000,461000,7.84,245950,145222,168236,282842,214928,269177,1.15,1.48,1.6,14,1,13,False,3026000,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False
391,392,LLC,US,"Pasadena, CA",813110,100,0,0,0,0,797,119,377000,1500000,1410000,12.48,107215,436548,470797,117936,414720,729735,1.1,0.95,1.55,13,9,1,False,3739000,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False
392,393,LLC,US,"Akron, OH",931280,100,0,0,0,0,712,136,1236000,197000,960000,6.13,487809,79193,434501,590248,148882,399740,1.21,1.88,0.92,5,3,13,True,1054000,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
393,394,LLC,US,"Lincoln, NE",484121,100,0,0,0,0,694,170,191000,170000,1415000,8.31,74363,109272,379965,67670,162815,284973,0.91,1.49,0.75,17,16,3,True,850000,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False
394,395,Sole Proprietorship,US,"Fremont, CA",541611,100,0,0,0,0,686,124,1313000,486000,980000,3.46,295530,221617,275878,313261,385613,400023,1.06,1.74,1.45,5,14,13,True,4324000,False,True,False,True,False,True,False,False,False,False,True,True,False,True,True
395,396,Sole Proprietorship,US,"Las Vegas, NV",721110,100,0,0,0,0,770,137,523000,381000,608000,9.32,289712,202568,398268,460642,281569,585453,1.59,1.39,1.47,12,6,1,False,1387000,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True
396,397,S Corporation (S-Corp),US,"Macon, GA",812112,100,0,0,0,0,799,183,973000,1126000,1248000,6.23,180792,275291,384295,235029,308325,441939,1.3,1.12,1.15,11,12,0,False,1257000,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
397,398,LLC,US,"Grand Rapids, MI",561311,100,0,0,0,0,551,186,1116000,1131000,1385000,12.44,384263,216438,73879,211344,324657,67229,0.55,1.5,0.91,11,0,4,True,3672000,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False
398,399,LLC,US,"Rockford, IL",541611,80,20,0,0,0,702,111,1075000,1124000,1090000,3.34,300916,395584,201195,258787,439098,209242,0.86,1.11,1.04,9,1,2,True,2462000,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True
399,400,LLC,US,"Sunnyvale, CA",812310,62,38,0,0,0,824,195,871000,824000,395000,6.68,124284,399006,232633,210039,550628,390823,1.69,1.38,1.68,20,10,7,True,1542000,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False
400,401,Partnership,US,"Gilbert, AZ",931490,49,30,21,0,0,728,148,988000,1081000,290000,2.1,347966,325685,52009,462794,302887,57729,1.33,0.93,1.11,0,1,1,True,2929000,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True
401,402,LLC,US,"Glendale, AZ",931320,100,0,0,0,0,712,101,160000,535000,504000,11.88,91195,215532,57666,148647,409510,79002,1.63,1.9,1.37,4,15,3,False,1162000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
402,403,S Corporation (S-Corp),US,"Kent, WA",922160,50,26,24,0,0,802,164,945000,1353000,840000,2.15,402002,326997,77385,550742,258327,126137,1.37,0.79,1.63,13,3,12,False,4144000,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True
403,404,LLC,US,"Oklahoma City, OK",448120,100,0,0,0,0,706,193,210000,847000,1283000,8.93,118933,201777,403113,135583,177563,632887,1.14,0.88,1.57,0,17,7,False,2821000,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False
404,405,LLC,US,"Charlotte, NC",441310,100,0,0,0,0,789,162,158000,207000,1293000,13.82,78676,90950,202863,115653,73669,231263,1.47,0.81,1.14,17,12,6,True,2678000,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
405,406,Sole Proprietorship,US,"St. Louis, MO",931390,64,36,0,0,0,694,151,1115000,1157000,1167000,3.76,89100,95661,404306,100682,112879,650932,1.13,1.18,1.61,13,19,14,True,1607000,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True
406,407,S Corporation (S-Corp),US,"Macon, GA",926120,100,0,0,0,0,750,196,576000,626000,204000,5.72,353723,327158,184101,392632,350059,134393,1.11,1.07,0.73,1,8,13,True,2466000,False,True,False,True,False,True,False,False,True,False,False,False,True,True,True
407,408,LLC,US,"Brownsville, TX",561730,100,0,0,0,0,827,178,1271000,884000,638000,3.67,56900,88297,330464,77953,83882,508914,1.37,0.95,1.54,19,10,0,False,4250000,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True
408,409,LLC,US,"Akron, OH",931500,100,0,0,0,0,754,140,252000,1393000,1050000,12.96,99965,396039,379101,144949,669305,466294,1.45,1.69,1.23,16,8,7,True,1958000,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False
409,410,Sole Proprietorship,US,"Cary, NC",722320,100,0,0,0,0,751,153,226000,844000,987000,14.81,255381,303904,181648,217073,556144,178015,0.85,1.83,0.98,6,7,1,False,751000,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
410,411,Sole Proprietorship,US,"Lincoln, NE",621210,75,25,0,0,0,762,200,1435000,942000,1461000,3.81,225581,303714,454731,302278,346233,413805,1.34,1.14,0.91,1,11,15,False,4179000,False,True,True,True,False,False,False,True,False,True,True,True,True,False,False
411,412,LLC,US,"Corona, CA",931310,50,50,0,0,0,779,108,801000,225000,1240000,0.59,353770,82135,251982,498815,105132,383012,1.41,1.28,1.52,20,19,3,True,3062000,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False
412,413,Sole Proprietorship,US,"Houston, TX",711110,100,0,0,0,0,684,171,800000,291000,257000,12.46,257025,72158,165657,285297,99578,159030,1.11,1.38,0.96,12,17,11,True,1645000,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False
413,414,S Corporation (S-Corp),US,"Corpus Christi, TX",541611,100,0,0,0,0,474,143,485000,943000,1451000,3.65,113745,187914,103311,144456,263079,120873,1.27,1.4,1.17,3,5,14,False,1578000,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False
414,415,LLC,US,"Paterson, NJ",561990,100,0,0,0,0,800,187,1124000,1193000,160000,4.62,476485,491677,127849,390717,570345,111228,0.82,1.16,0.87,11,4,9,False,2706000,False,True,True,False,False,True,True,True,True,False,True,False,False,True,True
415,416,Sole Proprietorship,US,"Boston, MA",713940,100,0,0,0,0,309,110,1384000,739000,674000,6.88,363956,260212,237016,411270,296641,267828,1.13,1.14,1.13,12,12,11,True,1956000,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False
416,417,Sole Proprietorship,US,"Anchorage, AK",515120,100,0,0,0,0,753,155,982000,1107000,228000,13.37,254983,276190,88788,331477,323142,163369,1.3,1.17,1.84,11,11,1,False,4937000,False,True,False,False,True,True,True,False,False,True,True,False,True,True,True
417,418,Sole Proprietorship,US,"Olathe, KS",812113,58,42,0,0,0,848,155,984000,317000,1328000,5.2,437443,147232,385237,363077,176678,539331,0.83,1.2,1.4,14,10,8,False,3087000,False,True,True,True,False,True,False,True,True,False,False,False,False,True,False
418,419,Sole Proprietorship,US,"Houston, TX",931370,100,0,0,0,0,819,120,752000,1412000,476000,6.35,333270,422110,137644,473243,371456,213348,1.42,0.88,1.55,7,1,11,True,2612000,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False
419,420,S Corporation (S-Corp),US,"Joliet, IL",532111,100,0,0,0,0,773,124,1478000,337000,691000,11.46,236889,184901,250496,189511,257012,325644,0.8,1.39,1.3,13,13,8,False,4329000,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
420,421,S Corporation (S-Corp),US,"Springfield, MA",931330,100,0,0,0,0,783,158,591000,1134000,1234000,7.04,222057,239493,227362,286453,282601,291023,1.29,1.18,1.28,9,2,2,False,4932000,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True
421,422,Sole Proprietorship,US,"Lancaster, CA",531210,100,0,0,0,0,820,164,1017000,1062000,632000,5.75,403817,53606,453612,343244,39668,576087,0.85,0.74,1.27,19,9,13,False,1494000,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True
